"algorithm","initialisation_method","p1","p2","mu1","mu2","sigma1","sigma2","prop_outliers"
"mclust","kmeans",0.517305963146802,0.482694036853198,-0.0620754094157308,4.10951518675188,0.778604157451947,0.92238846123294,0.02
"EMCluster","kmeans",0.517304738239765,0.482695261760236,-0.0620761934370344,4.1095054409907,0.778606319099401,0.922406307103984,0.02
"GMKMcharlie","kmeans",0.517305822753934,0.482694177246066,-0.062075702285819,4.10951428730417,0.778604628674915,0.922390443556274,0.02
"flexmix","kmeans",0.5175,0.4825,-0.0620761203859166,4.10950987011116,0.778981262778693,0.922875833687409,0.02
"DCEM","kmeans",0.517310867863977,0.482689132136023,-0.0620651646431826,4.10954659566262,0.778610119279055,0.922338216185268,0.02
"RGMMBench","quantiles",0.494505783490697,0.505494216509303,-0.00785462936741726,3.86831459457583,0.300237089663767,1.58462579963276,0.02
"Rmixmod","quantiles",0.494506916674038,0.505493083325962,-0.007854093731458,3.8683227599392,0.300237846849826,1.58461802582968,0.02
"mixtools","quantiles",0.494506262779288,0.505493737220712,-0.00785410089668111,3.86832207422519,0.300237444035646,1.58462241758612,0.02
"bgmm","quantiles",0.519006432759384,0.480993567240616,0.00700254663984456,4.00507496513221,0.32479441127886,0.30539097091417,0.02
"mclust","quantiles",0.494606616943025,0.505393383056975,-0.00780683374639324,3.86904117214205,0.300304606127856,1.58393392870182,0.02
"EMCluster","quantiles",0.517305314329726,0.482694685670274,-0.0620767580392503,4.10951102480612,0.778603376814872,0.92239513228314,0.02
"GMKMcharlie","quantiles",0.517305822753934,0.482694177246066,-0.062075702285819,4.10951428730417,0.778604628674915,0.922390443556274,0.02
"flexmix","quantiles",0.505,0.495,-0.00780558865390585,3.86885782129295,0.30045479368344,1.58488919778071,0.02
"DCEM","quantiles",0.494986789763535,0.505013210236465,-0.00762405456569531,3.87178050436773,0.300561978011436,1.58132315059268,0.02
"RGMMBench","random",0.494503686083637,0.505496313916363,-0.00785562068724558,3.86829948132342,0.300235688281005,1.58464018805326,0.02
"Rmixmod","random",0.494502358789269,0.50549764121073,-0.00785624796168277,3.86828991726268,0.300234801510455,1.58464929335837,0.02
"mixtools","random",0.494503591937775,0.505496408062225,-0.0078559212514668,3.86829538789106,0.300235596463192,1.58464091367002,0.02
"bgmm","random",0.51900643275937,0.48099356724063,0.00700254663984456,4.00507496513236,0.32479441127886,0.305390970914839,0.02
"mclust","random",0.494385757010942,0.505614242989058,-0.00791117667487032,3.86744973214455,0.300157082091668,1.585448985743,0.02
"EMCluster","random",0.494707746215393,0.505292253784607,-0.00775856530939426,3.86976982777742,0.300372674082141,1.58323988107491,0.02
"GMKMcharlie","random",0.494505129480644,0.505494870519356,-0.007854861127075,3.86830980630311,0.300238466543092,1.58463075934959,0.02
"flexmix","random",0.505,0.495,-0.00790979856938033,3.86726476279628,0.300307269424118,1.58640589131249,0.02
"DCEM","random",0.493944309830201,0.506055690169799,-0.00811597026847386,3.86426903375786,0.299865977031947,1.58847297119231,0.02
"RGMMBench","hc",0.494505773927062,0.505494226072938,-0.00785463388671946,3.8683145256622,0.300237083274676,1.584625865243,0.02
"Rmixmod","hc",0.494506895890418,0.505493104109582,-0.00785410354545041,3.86832261016882,0.300237832972428,1.58461816843154,0.02
"mixtools","hc",0.494506644021467,0.505493355978533,-0.00785384111159893,3.86832588237405,0.300237707808795,1.58461977741165,0.02
"otrimle","hc",0.518882007421761,0.481117992578239,0.00244653646940807,4.00582837433367,0.306010729392045,0.283871461928423,0.02
"bgmm","hc",0.519006432759414,0.480993567240586,0.00700254663984456,4.00507496513187,0.32479441127886,0.305390970912664,0.02
"mclust","hc",0.494605561757712,0.505394438242287,-0.00780663828891433,3.86903288659888,0.300304617422122,1.58394270646517,0.02
"EMCluster","hc",0.494609706114477,0.505390293885523,-0.00780536519573291,3.86906343194582,0.30030667910738,1.58391272786079,0.02
"GMKMcharlie","hc",0.494505087829738,0.505494912170262,-0.00785488081313928,3.8683095061796,0.300238438714055,1.58463104507981,0.02
"flexmix","hc",0.505,0.495,-0.00780546196657186,3.86884843815509,0.300454706557182,1.58489902403289,0.02
"DCEM","hc",0.495476871047375,0.504523128952625,-0.00692449188327111,3.87486184266239,0.301579038801782,1.57893135342831,0.02
"RGMMBench","rebmix",0.494506265924372,0.505493734075628,-0.00785440133352707,3.86831807084123,0.300237412018696,1.58462249007188,0.02
"Rmixmod","rebmix",0.49450796507483,0.50549203492517,-0.0078535981410484,3.86833031438757,0.300238547415672,1.58461083361427,0.02
"mixtools","rebmix",0.494505852232615,0.505494147767385,-0.00785438071475963,3.86831797239829,0.300237160019787,1.58462526071175,0.02
"bgmm","rebmix",0.51900643275939,0.48099356724061,0.00700254663984456,4.00507496513213,0.32479441127886,0.305390970913843,0.02
"mclust","rebmix",0.494657512207682,0.505342487792318,-0.00778260531672516,3.86940791041366,0.300338795143233,1.58358460583385,0.02
"EMCluster","rebmix",0.494665538221713,0.505334461778287,-0.00777877370308379,3.86946573947632,0.300344198177277,1.58352952235164,0.02
"GMKMcharlie","rebmix",0.494505111555367,0.505494888444633,-0.00785486959936108,3.86830967713912,0.300238454566319,1.58463088231915,0.02
"flexmix","rebmix",0.505,0.495,-0.00778100281657935,3.86923084459077,0.300489531642378,1.58453386185922,0.02
"DCEM","rebmix",0.495228659397195,0.504771340602805,-0.0075056281473487,3.87352319840033,0.300728207010067,1.57966035159875,0.02
"RGMMBench","kmeans",0.506748367628473,0.493251632371527,-0.101120993901825,4.10146253239643,0.848333824253247,0.989198545207822,0.02
"Rmixmod","kmeans",0.506748363963637,0.493251636036363,-0.101121010499902,4.10146251822368,0.84833380255329,0.989198557238022,0.02
"mixtools","kmeans",0.506748368885031,0.493251631114969,-0.101120997462783,4.10146254287835,0.848333818436296,0.989198521459823,0.02
"bgmm","kmeans",0.508560041780429,0.491439958219571,-0.0216192484122615,3.99049776538757,0.347615013285452,0.316209872237111,0.02
"mclust","kmeans",0.506748243436545,0.493251756563455,-0.101121692869023,4.10146219235395,0.848332837087661,0.989198578952385,0.02
"EMCluster","kmeans",0.506748566937793,0.493251433062207,-0.101120265618993,4.10146348233343,0.848334682570828,0.989197413326911,0.02
"GMKMcharlie","kmeans",0.506748367502406,0.493251632497594,-0.101120989228512,4.10146252652113,0.848334422652929,0.989199065375605,0.02
"flexmix","kmeans",0.5065,0.4935,-0.101119517645911,4.10145475134305,0.84875681072417,0.989715362829183,0.02
"DCEM","kmeans",0.506743542327158,0.493256457672842,-0.101153035565644,4.10145433822984,0.848286673430129,0.989186286773894,0.02
"RGMMBench","quantiles",0.506748366944301,0.493251633055699,-0.101120995505856,4.1014625282151,0.848333822960833,0.989198551546614,0.02
"Rmixmod","quantiles",0.506748349208226,0.493251650791774,-0.101121041778232,4.10146242463939,0.848333780799441,0.9891987030252,0.02
"mixtools","quantiles",0.50674836338953,0.49325163661047,-0.101121011500395,4.10146249467404,0.848333815343678,0.989198583767237,0.02
"bgmm","quantiles",0.508560018344133,0.491439981655867,-0.021619140152231,3.99049772398287,0.347614274866572,0.316209996680835,0.02
"mclust","quantiles",0.506747942408797,0.493252057591203,-0.101122154193505,4.10146010149772,0.848332719402815,0.989202037481832,0.02
"EMCluster","quantiles",0.506745036168029,0.493254963831971,-0.101123671459643,4.10143689879399,0.848337009199995,0.989243462595999,0.02
"GMKMcharlie","quantiles",0.506748367502406,0.493251632497594,-0.101120989228512,4.10146252652113,0.848334422652929,0.989199065375605,0.02
"flexmix","quantiles",0.5065,0.4935,-0.101120020200481,4.10145230282017,0.848756730783717,0.98971944685731,0.02
"DCEM","quantiles",0.506738346491649,0.493261653508351,-0.101150970956093,4.10140794850282,0.848302929553845,0.989273631889587,0.02
"RGMMBench","random",0.477275913295317,0.522724086704683,-0.0209086047908102,3.79127232602421,0.280683665136993,1.74882318955683,0.02
"Rmixmod","random",0.477277032453281,0.522722967546719,-0.02090833352093,3.79128024027712,0.28068427600784,1.74881656790689,0.02
"mixtools","random",0.477276242497031,0.522723757502969,-0.0209083403741917,3.79127888712757,0.280683897005668,1.74882116935677,0.02
"bgmm","random",0.507192194042291,0.492807805957709,-0.0188470660633336,3.98725502010495,0.312767415831203,0.325830750116186,0.02
"mclust","random",0.477479108334538,0.522520891665462,-0.0208591853735028,3.7927096264775,0.280794739583857,1.74761983478971,0.02
"EMCluster","random",0.477518916514628,0.522481083485372,-0.0208495122640856,3.79299134412427,0.280816479485986,1.74738373177431,0.02
"GMKMcharlie","random",0.477275359994949,0.522724640005051,-0.0209086934630074,3.79126837181983,0.280685323168529,1.74882681336467,0.02
"flexmix","random",0.4955,0.5045,-0.0208563731951919,3.79253278142526,0.280941380102732,1.74858568639773,0.02
"DCEM","random",0.477713170950523,0.522286829049477,-0.0208016877697772,3.79436608511598,0.28092339582619,1.74623113318384,0.02
"RGMMBench","hc",0.477276115531658,0.522723884468343,-0.0209085557717363,3.79127375615952,0.280683775523378,1.74882199300365,0.02
"Rmixmod","hc",0.477277466169514,0.522722533830486,-0.0209082283906375,3.79128330735696,0.280684512746014,1.74881400174787,0.02
"mixtools","hc",0.477277369119172,0.522722630880828,-0.0209079083575085,3.79129050020095,0.280684556994058,1.74881444104762,0.02
"otrimle","hc",0.507604517337377,0.492395482662623,-0.0143569934173484,3.99157996810017,0.297091244510545,0.305175022292576,0.02
"bgmm","hc",0.507192196441527,0.492807803558473,-0.0188470805198012,3.98725502302404,0.312767496927093,0.325830741566236,0.02
"mclust","hc",0.477521293800052,0.522478706199948,-0.020848438988333,3.79300771622929,0.280818436643339,1.74737052042248,0.02
"EMCluster","hc",0.477453149982614,0.522546850017387,-0.0208655449568806,3.79252599211402,0.280780496822636,1.74777364082854,0.02
"GMKMcharlie","hc",0.477275328099248,0.522724671900752,-0.0209087011937996,3.79126814626641,0.280685305759417,1.74882700207794,0.02
"flexmix","hc",0.4955,0.5045,-0.0208459381018734,3.7928224461206,0.280964410508261,1.74834345976685,0.02
"DCEM","hc",0.479558712934592,0.520441287065408,-0.020166121823162,3.80730944929788,0.282775630102558,1.73539038112621,0.02
"RGMMBench","rebmix",0.477276169926296,0.522723830073704,-0.02090854258737,3.79127414081712,0.280683805213464,1.74882167117125,0.02
"Rmixmod","rebmix",0.477277582824515,0.522722417175485,-0.0209082001151144,3.79128413229946,0.280684576419789,1.74881331153381,0.02
"mixtools","rebmix",0.477276465055998,0.522723534944002,-0.0209082549751506,3.79128118198725,0.280684027364966,1.74881984022434,0.02
"bgmm","rebmix",0.507193064506322,0.492806935493678,-0.0188524346914362,3.98725604519745,0.312797094399324,0.325827747875884,0.02
"mclust","rebmix",0.47739508791202,0.52260491208798,-0.0208796736872495,3.79211522593639,0.280748754191924,1.74811766893501,0.02
"EMCluster","rebmix",0.47752366035904,0.52247633964096,-0.0208483552539845,3.79302491457828,0.28081907536644,1.74735559634718,0.02
"GMKMcharlie","rebmix",0.477275362294952,0.522724637705048,-0.0209086929055389,3.79126838808452,0.280685324423902,1.74882679975653,0.02
"flexmix","rebmix",0.4955,0.5045,-0.0208433599316167,3.79291216914494,0.280970650794927,1.7482677600746,0.02
"DCEM","rebmix",0.477828545712138,0.522171454287861,-0.0207735962635117,3.79518334761708,0.280986324613755,1.74554476883242,0.02
"RGMMBench","kmeans",0.518531299923305,0.481468700076695,-0.103376022454696,4.0996424584216,0.738459693943592,0.928033129890949,0.02
"Rmixmod","kmeans",0.518531299923305,0.481468700076695,-0.103376022454696,4.0996424584216,0.738459693943592,0.928033129890948,0.02
"mixtools","kmeans",0.518531309620566,0.481468690379434,-0.103376006501217,4.09964253763634,0.738459697585512,0.928033003445145,0.02
"bgmm","kmeans",0.519947772316758,0.480052227683242,-0.0371145398980753,4.00196202188735,0.347986874086482,0.312267673781794,0.02
"mclust","kmeans",0.518531309825518,0.481468690174482,-0.103376009764301,4.09964253119647,0.73845969591003,0.928032997858706,0.02
"EMCluster","kmeans",0.518531435033981,0.481468564966019,-0.103373688116978,4.09964112384888,0.738463706886134,0.928038453692966,0.02
"GMKMcharlie","kmeans",0.518531299469516,0.481468700530484,-0.103376021854921,4.09964245381427,0.738460373129784,0.92803367859925,0.02
"flexmix","kmeans",0.5185,0.4815,-0.103375937704183,4.0996390595855,0.738816863116322,0.928522164483571,0.02
"DCEM","kmeans",0.51853155235442,0.48146844764558,-0.103376988761034,4.09964570273174,0.738457371143839,0.928025506397172,0.02
"RGMMBench","quantiles",0.493765324930006,0.506234675069994,-0.0399715704754454,3.83218000060284,0.28894960215705,1.61395897512816,0.02
"Rmixmod","quantiles",0.493766762938021,0.506233237061979,-0.0399709281593724,3.83219037335257,0.288950577527065,1.61394933215347,0.02
"mixtools","quantiles",0.493765869128308,0.506234130871692,-0.0399709711129798,3.83218892135736,0.288950018310815,1.6139552203149,0.02
"bgmm","quantiles",0.519948199140829,0.480051800859171,-0.0371128948168577,4.00196375673593,0.34799192286638,0.31226232627068,0.02
"mclust","quantiles",0.493880633190837,0.506119366809163,-0.0399198885919251,3.83301175376146,0.289027898050171,1.61318559569046,0.02
"EMCluster","quantiles",0.518531046013613,0.481468953986387,-0.103376539000014,4.09964079820584,0.738459291698056,0.92803588461195,0.02
"GMKMcharlie","quantiles",0.518531299469516,0.481468700530484,-0.103376021854921,4.09964245381427,0.738460373129784,0.92803367859925,0.02
"flexmix","quantiles",0.506,0.494,-0.0399170824492826,3.83283427634988,0.289173036936024,1.61414376924056,0.02
"DCEM","quantiles",0.494289824285454,0.505710175714546,-0.0397333935301927,3.83596322003304,0.289307353946681,1.61043915947949,0.02
"RGMMBench","random",0.493765338004528,0.506234661995472,-0.0399715646356803,3.83218009491298,0.288949611025108,1.61395888745343,0.02
"Rmixmod","random",0.493766790651471,0.506233209348529,-0.0399709157800117,3.83219057325733,0.288950596324789,1.6139491463126,0.02
"mixtools","random",0.493766038442523,0.506233961557477,-0.0399708624964918,3.83219060513917,0.28895013750846,1.61395407515742,0.02
"bgmm","random",0.497807713570422,0.502192286429578,-0.0385400093328908,3.87353380232089,0.291209476424063,1.52903061562705,0.02
"mclust","random",0.493881821188783,0.506118178811217,-0.0399193522120936,3.83302032118062,0.289028707531174,1.61317763062576,0.02
"EMCluster","random",0.493873343376566,0.506126656623434,-0.0399231664632081,3.8329591698899,0.289022943142853,1.61323449791139,0.02
"GMKMcharlie","random",0.493764381180824,0.506235618819176,-0.0399719071848064,3.83217311036309,0.288950851738481,1.61396578411316,0.02
"flexmix","random",0.506,0.494,-0.039916390725221,3.83284536156854,0.289174082455922,1.61413346202864,0.02
"DCEM","random",0.494295188997673,0.505704811002327,-0.0397307605983197,3.83600176139353,0.289311187222074,1.61040347168611,0.02
"RGMMBench","hc",0.493765443374196,0.506234556625804,-0.0399715175717668,3.8321808549733,0.288949682494419,1.61395818086897,0.02
"Rmixmod","hc",0.493767013998789,0.506232986001211,-0.0399708160106282,3.83219218432196,0.288950747820347,1.61394764859217,0.02
"mixtools","hc",0.493765419928825,0.506234580071175,-0.0399712592881804,3.83218445398896,0.288949702078642,1.6139582584755,0.02
"otrimle","hc",0.519153971222495,0.480846028777505,-0.0295237107842119,3.99754170072063,0.295279876661089,0.294803160972808,0.02
"bgmm","hc",0.497819064255078,0.502180935744922,-0.0385332614329468,3.87361557890898,0.291218257585828,1.52894939565101,0.02
"mclust","hc",0.493891390751076,0.506108609248924,-0.0399149615667728,3.83308926653129,0.289035293421643,1.61311361872186,0.02
"EMCluster","hc",0.518531071063525,0.481468928936475,-0.103376496949189,4.09964097159305,0.738459314988662,0.928035583431085,0.02
"GMKMcharlie","hc",0.518531299469516,0.481468700530484,-0.103376021854921,4.09964245381427,0.738460373129784,0.92803367859925,0.02
"flexmix","hc",0.506,0.494,-0.0399122097623893,3.83291107011069,0.289180357970284,1.6140724592152,0.02
"DCEM","hc",0.494337944490973,0.505662055509027,-0.0397045624582875,3.83630385667539,0.289347023148505,1.61013030642943,0.02
"RGMMBench","rebmix",0.493765024311888,0.506234975688112,-0.039971704745864,3.83217783216144,0.288949398257439,1.61396099100288,0.02
"Rmixmod","rebmix",0.493766125733978,0.506233874266022,-0.0399712127864936,3.83218577702324,0.288950145322078,1.61395360511374,0.02
"mixtools","rebmix",0.493765496238218,0.506234503761782,-0.0399712103277911,3.83218521298662,0.288949755797214,1.61395774235592,0.02
"bgmm","rebmix",0.497769968486069,0.502230031513931,-0.0385604178605104,3.87325986171708,0.291182352516555,1.52930545196645,0.02
"mclust","rebmix",0.493953454677499,0.506046545322501,-0.0398870607616864,3.83353703591631,0.289077437740425,1.61269703317898,0.02
